USPS,GEOID,ANSICODE,NAME,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,ALBERS_X,ALBERS_Y
NC,37127,01008574,Nash County,95840,42286,1399646368,6118092,     540.407,       2.362, 1588772.5631,-8325052
NC,37129,01026329,New Hanover County,202667,101436,496071702,353971012,     191.534,     136.669, 1636788.1188,-8520077
NC,37131,01008575,Northampton County,22099,11674,1389757849,36301273,     536.589,      14.016, 1630449.2258,-8264849
NC,37133,01026341,Onslow County,177772,68226,1975496912,370806698,     762.744,     143.169, 1657130.1724,-8449218
NC,37135,01008576,Orange County,133801,55597,1030705790,8986425,     397.958,       3.470, 1487621.2890,-8332713
NC,37137,01023355,Pamlico County,13144,7534,871627408,596248407,     336.537,     230.213, 1722921.5939,-8392091
NC,37139,01026330,Pasquotank County,40661,16833,587616860,162021054,     226.880,      62.557, 1732894.4823,-8261927
NC,37141,01026129,Pender County,52217,26724,2252758539,163145775,     869.795,      62.991, 1628216.0701,-8483478
NC,37143,01025841,Perquimans County,13453,6986,639957337,212061101,     247.089,      81.877, 1722372.7583,-8274103
NC,37145,01008577,Person County,39464,18193,1016108548,30450439,     392.322,      11.757, 1494663.9236,-8294517
NC,37147,01008578,Pitt County,168148,74990,1688606138,7382149,     651.975,       2.850, 1650774.0026,-8355862
NC,37149,01008579,Polk County,20510,11432,615871126,1932284,     237.789,       0.746, 1232316.8949,-8463132
NC,37151,01008580,Randolph County,141752,61041,2026710821,17696116,     782.517,       6.833, 1434036.2482,-8382246
NC,37153,01008581,Richmond County,46639,20738,1227191624,15790811,     473.821,       6.097, 1452627.1944,-8459634
NC,37155,01026130,Robeson County,134168,52751,2458470383,4574244,     949.221,       1.766, 1517331.0921,-8489591
NC,37157,01008582,Rockingham County,93643,43696,1464770304,18529683,     565.551,       7.154, 1423376.3077,-8307669
NC,37159,01008583,Rowan County,138428,60211,1324451332,31989769,     511.374,      12.351, 1371851.5918,-8400685
NC,37161,01008584,Rutherford County,67810,33878,1461144059,4399859,     564.151,       1.699, 1252366.0248,-8446148
NC,37163,01026131,Sampson County,63431,27234,2446865522,4805674,     944.740,       1.855, 1575217.7819,-8438966
NC,37165,01008585,Scotland County,36157,15193,825803818,3831577,     318.845,       1.479, 1479819.5223,-8473354
NC,37167,01025844,Stanly County,60585,27110,1023267267,25262146,     395.086,       9.754, 1401844.9548,-8433115
NC,37169,01008586,Stokes County,47401,21924,1162535003,17539406,     448.857,       6.772, 1383039.4380,-8311832
NC,37171,01008587,Surry County,73673,33667,1378304182,10715854,     532.166,       4.137, 1343715.1650,-8317004
NC,37173,01008588,Swain County,13981,8723,1367504099,32758423,     527.996,      12.648, 1112383.6928,-8446926
NC,37175,01008589,Transylvania County,33090,19163,980383414,5140678,     378.528,       1.985, 1175556.2823,-8478998
NC,37177,01026332,Tyrrell County,4407,2068,1007595142,531422526,     389.035,     205.183, 1750292.7528,-8303552
NC,37179,01008590,Union County,201292,72870,1635630037,20736444,     631.520,       8.006, 1383134.8116,-8472462
NC,37181,01008591,Vance County,45422,20082,656606884,42223392,     253.517,      16.303, 1543942.1770,-8287873
NC,37183,01008592,Wake County,900993,371836,2163206258,57246693,     835.219,      22.103, 1534223.8028,-8355369
NC,37185,01008593,Warren County,20972,11806,1109696231,39641663,     428.456,      15.306, 1569895.3049,-8279283
NC,37187,01026331,Washington County,13228,6491,901664508,196093080,     348.135,      75.712, 1715305.6300,-8313810
NC,37189,01008594,Watauga County,51079,32137,809515805,2322130,     312.556,       0.897, 1257087.3578,-8350974
NC,37191,01026128,Wayne County,122623,52949,1432488557,9752596,     553.087,       3.765, 1599935.0020,-8391823
NC,37193,01008595,Wilkes County,69340,33065,1953571382,6843251,     754.278,       2.642, 1305366.5967,-8346525
NC,37195,01008596,Wilson County,81234,35511,953567109,14395628,     368.174,       5.558, 1600306.9581,-8352758
NC,37197,01008597,Yadkin County,38406,17341,867203563,6932224,     334.829,       2.677, 1350179.8867,-8345139
NC,37199,01008598,Yancey County,17818,11032,809623022,1458712,     312.597,       0.563, 1210404.1252,-8397088
ND,38001,01034210,Adams County,2343,1377,2557922251,2833850,     987.619,       1.094, -511131.9498,-7323341
ND,38003,01034225,Barnes County,11066,5704,3863106624,56593591,    1491.554,      21.851, -164679.1638,-7245530
ND,38005,01034216,Benson County,6660,2950,3596736786,131543448,    1388.708,      50.789, -258609.5971,-7117953
ND,38007,01035616,Billings County,783,484,2975515808,11971761,    1148.853,       4.622, -567273.3701,-7217757
ND,38009,01034227,Bottineau County,6429,4341,4321189959,74919452,    1668.421,      28.927, -364493.0632,-7033658
ND,38011,01035619,Bowman County,3151,1683,3009066810,13587996,    1161.807,       5.246, -586008.3628,-7316506
ND,38013,01034235,Burke County,1968,1340,2858226820,65673353,    1103.568,      25.357, -489470.8614,-7026944
ND,38015,01035614,Burleigh County,81308,35754,4228552194,92317493,    1632.653,      35.644, -346788.9491,-7235853
ND,38017,01034226,Cass County,149778,67938,4571166077,7672824,    1764.937,       2.962, -102352.6310,-7248400
ND,38019,01035304,Cavalier County,3993,2309,3855846875,54931561,    1488.751,      21.209, -189271.4401,-7043408
ND,38021,01035622,Dickey County,5289,2636,2930494938,27610559,    1131.470,      10.660, -199695.3363,-7337225
ND,38023,01034234,Divide County,2071,1324,3265421252,86617715,    1260.786,      33.443, -561441.2348,-7018066
ND,38025,01035623,Dunn County,3536,2132,5201886375,190579197,    2008.460,      73.583, -507414.4518,-7183920
ND,38027,01034222,Eddy County,2385,1323,1632134239,36114074,     630.171,      13.944, -225251.9395,-7157530
ND,38029,01035615,Emmons County,3550,2085,3912008054,115480694,    1510.435,      44.587, -333190.5021,-7312769
ND,38031,01034223,Foster County,3343,1801,1645814578,29450851,     635.453,      11.371, -224060.9886,-7186199
ND,38033,01035617,Golden Valley County,1680,967,2592024347,4147539,    1000.786,       1.601, -604343.6428,-7222563
ND,38035,01034218,Grand Forks County,66861,29344,3720196548,8098075,    1436.376,       3.127, -115699.6400,-7137783
ND,38037,01035300,Grant County,2394,1690,4297150375,17563260,    1659.139,       6.781, -440469.3728,-7298916
ND,38039,01034219,Griggs County,2420,1461,1835821650,19759408,     708.815,       7.629, -175640.3015,-7187641
ND,38041,01034209,Hettinger County,2477,1414,2932439374,4036933,    1132.221,       1.559, -502784.8164,-7286316
ND,38043,01034206,Kidder County,2435,1674,3499563866,211662138,    1351.189,      81.723, -292182.4909,-7242303
ND,38045,01035621,LaMoure County,4139,2238,2967978523,12813384,    1145.943,       4.947, -200887.5718,-7297634
ND,38047,01035620,Logan County,1990,1144,2571385626,47715595,     992.818,      18.423, -275987.6190,-7294616
ND,38049,01035305,McHenry County,5395,2948,4853519308,97354626,    1873.954,      37.589, -352904.2623,-7096014
ND,38051,01034211,McIntosh County,2809,1858,2524546555,51817666,     974.733,      20.007, -272716.1541,-7333843
ND,38053,01035299,McKenzie County,6360,3090,7149203878,260170373,    2760.323,     100.452, -563798.7614,-7136737
ND,38055,01034232,McLean County,8962,5590,5467142997,562391654,    2110.876,     217.141, -415476.0468,-7156795
ND,38057,01034233,Mercer County,8424,4450,2701246664,180092152,    1042.957,      69.534, -447916.6940,-7193561
ND,38059,01034207,Morton County,27471,12079,4989016959,49666838,    1926.270,      19.176, -410645.2095,-7261133
ND,38061,01035307,Mountrail County,7673,4119,4727500245,301140196,    1825.298,     116.271, -482288.7097,-7090996
ND,38063,01034217,Nelson County,3126,1927,2542784509,70037095,     981.775,      27.041, -172308.6583,-7137450
ND,38065,01034205,Oliver County,1846,905,1871293986,22476269,     722.511,       8.678, -412041.5483,-7216221
ND,38067,01034212,Pembina County,7413,3859,2897404213,6996073,    1118.694,       2.701, -121207.6858,-7045078
ND,38069,01034230,Pierce County,4357,2199,2638162604,165070762,    1018.600,      63.734, -303090.8153,-7097760
ND,38071,01034215,Ramsey County,11451,5615,3073936800,295415855,    1186.854,     114.061, -211187.6004,-7098150
ND,38073,01035301,Ransom County,5457,2656,2233494202,3581125,     862.357,       1.383, -133456.9741,-7300833
ND,38075,01034229,Renville County,2470,1386,2271556786,40648335,     877.053,      15.694, -426214.8769,-7039178
ND,38077,01035302,Richland County,16321,7503,3718650537,25035912,    1435.779,       9.666,  -79166.5489,-7322040
ND,38079,01034228,Rolette County,13937,5372,2338963694,93918521,     903.079,      36.262, -291270.0942,-7039946
ND,38081,01035303,Sargent County,3829,2004,2223539399,21720498,     858.513,       8.386, -132795.4483,-7338691
ND,38083,01034203,Sheridan County,1321,894,2518450003,86143155,     972.379,      33.260, -334473.5314,-7168962
ND,38085,01034208,Sioux County,4153,1311,2833691263,88449927,    1094.094,      34.151, -396524.5636,-7329054
ND,38087,01035896,Slope County,727,436,3146633069,10978014,    1214.922,       4.239, -579634.8983,-7279394
ND,38089,01035618,Stark County,24199,10735,3456948249,14135800,    1334.735,       5.458, -515389.9342,-7242986
ND,38091,01034220,Steele County,1975,1171,1844629354,8414336,     712.215,       3.249, -136811.8185,-7189057
ND,38093,01034224,Stutsman County,21100,9862,5754239519,197315065,    2221.724,      76.184, -232219.3074,-7240518
ND,38095,01034213,Towner County,2246,1449,2653599962,43818735,    1024.561,      16.919, -247724.5952,-7051084
ND,38097,01034221,Traill County,8121,3780,2232438235,1462184,     861.949,       0.565,  -94912.3363,-7191067
ND,38099,01034214,Walsh County,11119,5498,3320186385,31504314,    1281.931,      12.164, -135132.3102,-7087731
ND,38101,01034231,Ward County,61675,26744,5214369294,110541959,    2013.279,      42.680, -420736.4216,-7094209
ND,38103,01034204,Wells County,4207,2481,3291995693,50053244,    1271.047,      19.326, -283931.2730,-7171200
ND,38105,01035306,Williams County,22398,10464,5380444836,182522864,    2077.401,      70.472, -564821.8606,-7069918
OH,39001,01074014,Adams County,28550,12978,1512208946,6165954,     583.867,       2.381, 1063684.0000,-8082746
OH,39003,01074015,Allen County,106331,44999,1042458893,11275149,     402.496,       4.353,  983054.8885,-7874744
OH,39005,01074016,Ashland County,53139,22141,1095434931,9969455,     422.950,       3.849, 1133866.4422,-7846318
OH,39007,01074017,Ashtabula County,101497,46099,1817993244,1724857052,     701.931,     665.971, 1240634.0513,-7709461
OH,39009,01074018,Athens County,64757,26385,1304313482,12542538,     503.598,       4.843, 1176982.7411,-8011185
OH,39011,01074019,Auglaize County,45949,19585,1039585234,1345187,     401.386,       0.519,  976212.8020,-7899352
OH,39013,01065575,Belmont County,70400,32452,1378206525,23685679,     532.129,       9.145, 1255776.1273,-7921514
OH,39015,01074020,Brown County,44846,19301,1269135535,8898059,     490.016,       3.436, 1029014.7377,-8077081
OH,39017,01074021,Butler County,368130,148273,1209668470,7968185,     467.056,       3.077,  962818.0107,-8027744
OH,39019,01074022,Carroll County,28836,13698,1022032078,11192671,     394.609,       4.322, 1235723.7748,-7860826
OH,39021,01074023,Champaign County,40097,16755,1110247425,3015688,     428.669,       1.164, 1020266.0766,-7942257
OH,39023,01074024,Clark County,138333,61419,1029450254,13089442,     397.473,       5.054, 1021998.0385,-7966440
OH,39025,01074025,Clermont County,197363,80656,1170933540,19855695,     452.100,       7.666, 1003300.8692,-8066660
OH,39027,01074026,Clinton County,42040,18133,1058487805,9351104,     408.684,       3.610, 1026576.0249,-8022768
OH,39029,01074027,Columbiana County,107841,47088,1377597314,7239848,     531.893,       2.795, 1258297.1369,-7835824
OH,39031,01074028,Coshocton County,36901,16545,1460529028,9244955,     563.913,       3.569, 1170913.4236,-7902853
OH,39033,01074029,Crawford County,43784,20167,1040620962,2359241,     401.786,       0.911, 1079715.4281,-7853360
OH,39035,01074030,Cuyahoga County,1280122,621763,1184118946,2041935958,     457.191,     788.396, 1163628.6023,-7738025
OH,39037,01074031,Darke County,52959,22730,1549072326,4291078,     598.100,       1.657,  948961.9764,-7951158
OH,39039,01074032,Defiance County,39037,16729,1065675702,7069453,     411.460,       2.730,  944176.0748,-7817376
OH,39041,01074033,Delaware County,174214,66378,1147617685,36859321,     443.098,      14.231, 1081528.6435,-7917594
OH,39043,01074034,Erie County,77079,37845,651531963,969767280,     251.558,     374.429, 1101564.2953,-7770459
OH,39045,01074035,Fairfield County,146156,58687,1306418559,10749604,     504.411,       4.150, 1121329.5842,-7971664
OH,39047,01074036,Fayette County,29030,12693,1052458662,1705305,     406.357,       0.658, 1054503.1244,-8003318
OH,39049,01074037,Franklin County,1163414,527186,1378361040,29318642,     532.188,      11.320, 1086161.9253,-7952010
OH,39051,01074038,Fulton County,42698,17407,1050091407,4621143,     405.443,       1.784,  970137.5222,-7783075
OH,39053,01074039,Gallia County,30934,13925,1208307512,12085419,     466.530,       4.666, 1163701.3786,-8071747
OH,39055,01074040,Geauga County,93389,36574,1036420180,21054534,     400.164,       8.129, 1212962.6222,-7760053
OH,39057,01074041,Greene County,161573,68241,1071554325,6542481,     413.729,       2.526, 1015923.3495,-7993187
OH,39059,01074042,Guernsey County,40087,19193,1352631007,15666026,     522.254,       6.049, 1210910.2558,-7924071
OH,39061,01074043,Hamilton County,802374,377364,1051302780,17407186,     405.910,       6.721,  967863.6626,-8054611
OH,39063,01074044,Hancock County,74782,33174,1376210257,5959835,     531.358,       2.301, 1016244.2620,-7844644
OH,39065,01074045,Hardin County,32058,13100,1218342731,629922,     470.405,       0.243, 1021305.6441,-7882440
OH,39067,01074046,Harrison County,15864,8170,1042052713,21829291,     402.339,       8.428, 1240668.6442,-7892703
OH,39069,01074047,Henry County,28215,11963,1077461447,9687602,     416.010,       3.740,  978570.6394,-7811632
OH,39071,01074048,Highland County,43589,19380,1432479939,12195011,     553.084,       4.709, 1047700.9871,-8046024
OH,39073,01074049,Hocking County,29380,13417,1091222019,5969586,     421.323,       2.305, 1137625.6347,-7999125
OH,39075,01074050,Holmes County,42366,13666,1094355785,3745395,     422.533,       1.446, 1166517.6643,-7873046
OH,39077,01074051,Huron County,59626,25196,1272965600,8615850,     491.495,       3.327, 1102343.8089,-7816637
OH,39079,01074052,Jackson County,33225,14587,1088582018,3184785,     420.304,       1.230, 1134089.1959,-8053691
OH,39081,01074053,Jefferson County,69709,32826,1057566189,6796784,     408.329,       2.624, 1266175.2919,-7876508
OH,39083,01074054,Knox County,60921,25118,1361024108,10719185,     525.494,       4.139, 1128268.6423,-7896940
OH,39085,01074055,Lake County,230041,101202,589203623,1946906118,     227.493,     751.705, 1187826.3829,-7715793
OH,39087,01074056,Lawrence County,62450,27603,1174224238,10110468,     453.371,       3.904, 1148763.4889,-8098063
OH,39089,01074057,Licking County,166492,69291,1767667183,12927054,     682.500,       4.991, 1128276.0887,-7932071
OH,39091,01074058,Logan County,45858,23181,1187326601,21608810,     458.429,       8.343, 1016723.6912,-7913892
OH,39093,01074059,Lorain County,301356,127036,1271946706,1119471339,     491.101,     432.230, 1131717.5868,-7779170
OH,39095,01074060,Lucas County,441815,202630,882810658,660502949,     340.855,     255.022, 1022540.5199,-7766752
OH,39097,01074061,Madison County,43435,15939,1206610780,1954541,     465.875,       0.755, 1054375.5652,-7964532
